赠顾工抡代父从军（清·林茜）　　七言绝句　押元韵	匹马弯弓出塞门，黄沙海雾自朝昏。风霜鍊就奇男子，为报君恩报父恩。
留别转庵和上（清·林茜）	菜根滋味久能甘，竹径参差倚杖看。白雀飞来虽是梦①，青山占尽不为贪。一窗花影焚香坐，半榻松风抱月谈。云散春江孤棹远，愁思还结侣云庵。
