春感（清·姚世鉴）　　七言绝句　押微韵	东风庭院林莺语，斜日帘栊海燕飞。九十春光今已半，行人到此也应归。
卧病（清·姚世鉴）　　七言绝句　押真韵	卧病逾时岁又新，衡门两版绝嚣尘。垂帘怕放东风入，春到贫家不当春。
