庆飨老典有序之ㄧ（清·林人文）　　七言绝句　押先韵	□东旧馆列华筵，多少翁媪尽至前。但愿省刑兼薄歛，熙熙得遂燕毛天。
庆飨老典有序 其二（清·林人文）　　七言绝句　押先韵	田畴子弟尤当课，酌兕还赓大有年。祷祝私心符冀望，口碑心版颂仁贤。
