哭表妹赵茀芸（清·曹锡淑）　　七言绝句　押先韵	流水高山记昔年，不堪重结听琴缘。与君同蹋西楼月，今夜冰轮依旧圆。
镫下课大儿锡熊古诗拈示一绝（清·曹锡淑）　　七言绝句　押先韵	夜长镫火莫贫眠，喜汝翻诗绕膝前。汉魏遗风还近古，休教堕入野狐禅。
