敬和栖霞先生鸟松阁作（清·王蓝玉）　　七言绝句　押东韵	大树将军气势雄，鸟松高峙挂晴虹。使君阁上徵佳咏，萃得诗人在个中①。
敬和栖霞先生鸟松阁作（清·王蓝玉）　　七言绝句　押先韵	风月阁中自一天，老松环抱暑无权。台澎坐理升平日，公退吟馀意适然。
