雁门烟雨（清·杨世清）　　七言绝句　押元韵	照眼空濛失远村，徘徊四顾接云根。台江好景君须记，细雨轻烟锁雁门①。
鲲身集网（清·杨世清）　　七言绝句　押真韵	桃花新涨水粼粼，铁板沙深隐巨鳞。我亦萍踪思泛宅，肯容蓑笠网鲲身①。
