送人（明末清初·曙光）　　七言绝句　押尤韵	秋风江上送君舟，落叶江枫总别愁。解缆不知人去远，凭阑犹倚夕阳楼。
桂殿秋（明末清初·曙光）	秦淮渡，碧波流，冷月斜明花外楼。仙人掌满金茎露，桂子香寒玉殿秋。
