赋得月如弓（清·顾有容）　　七言绝句　押庚韵	新月盈盈挂晚晴，人从小院忆边情。长空射处旄头落，好卜滇池奏太平。
秋竹（清·顾有容）　　七言绝句　押东韵	凉露娟娟引晚风，幽篁筛影月明中。窗前一样萧萧响，添却秋声更不同。
