厌酒（清·巩年）　　七言绝句　押鱼韵	愁入肝肠赖酒除，何如遣闷有诗书。圣贤无限安心法，酌尽醇醪恐不如。
题邵飞飞诗卷（清·巩年）　　七言绝句　押先韵	多病惜花花黯然，才人幽恨到蛮笺。愁来毕竟憎诗卷，风雨青山叫杜鹃。
