四皓墓（清·萨大年）　　七言绝句　押真韵	云白岩青好避秦，鬓眉翻作汉功臣。何因多事商山老，不及桃源洞里人。
文姬归汉图（清·萨大年）　　七言绝句　押阳韵	朔风吹雪野茫茫，一曲胡笳泪万行。犹胜琵琶愁出塞，李陵台畔月如霜。
