舟泊石门忆事有作（清·赵之谦）　　七言绝句　押支韵	黄叶村庄路莫知，当时坏壁剩题诗。阶前片石曾无主，偏有人争吴六奇。
再去温州蔡枳篱同年以诗赠行依韵答之已巳十一月初一日也（清·赵之谦）	贪夫宜徇财，烈士悔徇名。求财与市名，溪壑瘉不盈。身存则蠖屈，言大为鲵鲸。先难后无获，岂为求非诚。通辞既款款，卜兆见庚庚。自古有穷途，偏续阮步兵。吞声求海曲，忍发惊人鸣。既来悔不去，将去悔此行。我足不自裹，何当怨榛荆。乞米得握粟，施者等坻京。非敢谢嗟来，幸不系死生。蔡子我同岁，长我为我兄。喜我远方来，怜我侬且伧。赠我五百字，囊以诗为倾。纂组审周密，揩击动噌訇。离人感吹笛，隅坐逢弹筝。我今别子去，石田尚可耕。但恐荒所业，中夜犹怦怦。饱暖失长策，咿唔留短檠。死豹终爱皮，过雁自有声。戴天见北极，御风及东瀛。所苦不能饮，独醒非解酲。偏同醉梦中，出话违世情。媚骨天靳我，嗫嚅事屏当。虫鸟记翰螒，草{草草}识蓱苹。无能谈性道，操术难变更。皂白何愦愦，眯色非使盲。轻重焉可欺，执权折厥衡。生曾历灾难，分不当公卿。命蹇畴与造，人老成非精。矜此七品官，远过万里程。为郎坐无资，废弃事易明。方枘入圆凿，一纵交数横。为庸不受直，谓我心难平。朔风扰客眠，触物徒鏦铮。焦卷忽得雨，岂有桑羊烹。愆期负良媒，长愧蚩蚩氓。不尖逊古弼，所短殊晏婴。俯仰道已拙，兀奡身终轻。临歧重太息，此愿将无成。负气绝俗累，述穷学官清。一游误雁荡，三过别鹿城。问子大荆道，惶恐与丁令。新潮浃水长，自与人送迎。厌作海上沤，愿为幽谷莺，感子赠我言，我歌与子赓。各有文字累，往复劳仆伻。未信五恨彭，且受三乐荣。为贫固非病，筮困德在亨。明年傥相见，同餐秋菊英。
