焚余（清·蒋中和）	寂寂衡门草《太玄》，相知博得一桓谭。只缘老去还投阁，翻羡伊人名不传。
咏怀（清·蒋中和）　　押沃韵	万里绕长空，秋云浮海曲。海曲有伊人，长啸无系属。敛霞以为衣，啖波以为粟。落日没千山，荏苒又初旭。神龙亦可烹，所患在多欲。
