村居（清·毕著）　　七言绝句　押麻韵	席门闲傍水之涯，夫婿安贫不作家。明日断炊何暇问，且携鸦嘴种梅花。
纪事（清·毕著）　　押尤韵	吾父矢报国，战死于蓟丘。父马为贼乘，父尸为贼收。父雠不能报，有愧秦女休。乘贼不及防，夜进千貔貅。杀贼血漉漉，手握雠人头。贼众自相杀，尸横满坑沟。父体舆榇归，薄葬荒山陬。相期智勇士，慨焉赋同仇。蛾贼一扫清，国家固金瓯。
