龙潭夜月（清·李雰）　　五言绝句　押陌韵	月皎寒潭清，夜深秋露白。骊龙自在眠，云影荡天碧①。
屏山夕照（清·李雰）　　五言绝句　押青韵	峭壁蒙葺绿，天然列画屏。夕阳残照里，添得十分青①。
