辽宫词（清·赵士哲）　　七言绝句　押删韵	女伴从军万里还，自言曾到玉门关。赫连台上秋云卷，遥见河流入断山。
五平咏怀（清·赵士哲）　　押尤韵	阳春风初和，驱车游皇州。平原明朝辉，层城如云浮。高杨缘长川，丹霞栖琼楼。骊驹谁家郎，翩翩临清流。雕弓飞金丸，银鞍悬吴钩。从禽平陵东，还归倡家游。燕姬颜如花，琅玕为搔头。留君调新声，哀歌弹箜篌。清宵华灯张，辉煌罗衾裯。人生当为欢，谁能长忧愁。嗟嗟玄经儒，穷年无时休①。
