姚相国故第（清·闻捷）　　七言绝句　押鱼韵	当年楼阁剩荒墟，夕照家家撷晚蔬。老圃不知缘底事，人前深讳相公居。
仙人洞（清·闻捷）　　七言绝句　押齐韵	玉台岭畔夕阳低，古洞迷离草色齐。仙子不归山月暮，流莺空傍落花啼。
