舟发梓潼镇（清·李如蕙）　　七言绝句　押寒韵	万里回乡道路难，秋江买棹水漫漫。征帆未挂心先怯，数向舟人问险滩。
拟远离曲（清·李如蕙）　　七言绝句　押皓韵	送君欲别情难别，望君不望君归早。富贵能如古宋宏，敢惜君归妾颜老。
