墨雨庵（清·范承勋）　　七言绝句　押青韵	夜掩柴扉偶诵经，无端唤出古龙听。墨花飞处文章大，写向虚空字字灵。
石香桥（清·范承勋）　　七言绝句　押阳韵	红是花光碧水光，落花衬石石生香。隔溪若有吹箫伴，何必天台访石梁。
