即目（清·徐昆）　　七言绝句　押冬韵	碧涧银流水石舂，悬崖倒挂两三松。半岩应有人家住，一缕炊烟上远峰。
登王屋顶（清·徐昆）　　押先韵	王屋高出碧落天，芒鞋今已蹋其巅。日精月华环左右，析城砥柱相钩连。西华中嵩互揖让，昆仑河势流如弮。俯视城郭小于豆，中州千里看人烟。我闻潜通仇池穴，先乃洞口烦穷研。结茅索向清虚住，住久定可逢真仙。醉后棋敲烟树里，醒来花落枕函边。跏趺子午工圆足，木赞工满婴儿坚。丁女壬公固结久，乃可出游任飞蹎。不然结灶养丹砂，玉树黄芽转转鲜。金鼎已铸丹已结，何愁日月频流迁。同心之友皆曰可，思归从者有拘牵。一念稍移坠尘劫，木公金母不吾贤。挥之仍复落世网，学仙还待五百年。
