梦有持画卷者属余题诗醒忘其一二语因补成之（清·傅维枟）　　七言绝句　押微韵	青霞片片护岩扉，中有飞泉落翠微。几折板桥深柳下，樵儿浣女一行归。
铜雀台（清·傅维枟）	阿瞒才力雄如虎，到头却作痴儿语。卖履分香空尔为，西陵岂复知歌舞。漳南寻问铜雀台，舟人北指沙成堆。飞桥连栋今何在，拍岸寒潮朝暮来。
