暮春（清·霍双）　　五言绝句　押寒韵	东山下林影，西阁日光残。脉脉春风里，幽花生暮寒。
寒食（清·霍双）　　七言绝句	人倚雕阑竹倚衣，女桑遥听子规啼。陌头杨柳休攀折，系住春光不许归。
