赠德国大使（清·许廷光）　　七言绝句　押东韵	求图对峙抗西东，天下强权属两雄。藉重平和坚誓约，万邦齐颂息兵戎。
有作（清·许廷光）　　七言绝句　押支韵	欧亚风云幻莫知，威廉黄祸语犹奇。漫谈国事何艰钜，多难兴邦在此时。
