堤上 （清·施昭澄）　　七言绝句　押庚韵	三更堤上如昼明，阵阵清风间水声。几个茅庐门尽掩，满天烟月少人行。
阳羡道中 （清·施昭澄）　　七言绝句　押齐韵	尽日舟行罨昼溪，铜官山色晚烟迷。孝侯祠下迎神罢，一树昏鸦向客啼。
