舟中（清·曹蔚文）　　五言绝句　押阳韵	帆挂清江迥，连天秋水长。烟波千万里，何处是潇湘。
小园晚眺（清·曹蔚文）　　七言绝句　押东韵	小园何处堪閒眺，薄暮云峰锁断虹。几点鸦沈残柳日，数声蝉噪晚梧风。
