玉笋峰（清·韩凤仪）　　七言绝句　押盐韵	云牙交迸出巉岩，秀挺依稀玉笋尖。朔雪春雷经几许，未曾减亦未曾添。
剑泉峰（清·韩凤仪）　　七言绝句　押冬韵	棱棱峭立异群峰，疑淬吴钩光上冲。虎阜石顽徒试剑，生公见亦让机锋。
