题潘顺之落花图（清·汪锡圭）　　七言绝句　押真韵	蝶怨莺愁最恼人，曲中金缕可怜春。恨予已被桃源误，莫共渔郎更问津。
题潘顺之落花图 其二（清·汪锡圭）　　押文韵	欲剪巫山一段云，幻空玉女散纷纷。随风吹到波心去，红晖鱼鳞绿绉纹。
