客中送春（清·方肇夔）　　七言绝句　押真韵	记得离家是首春，与春相伴走风尘。而今杜宇频频唤，半饯春归半劝人①。
桃花坞吊唐六如墓（清·方肇夔）　　七言绝句　押寒韵	先生胸次海天宽，只爱桃花不爱官。荒土一抔魂魄在，满溪红雨落春寒①。
