传胪日纪恩（清·蔡升元）　　七言绝句　押元韵	入对彤庭策万言，句胪高唱帝临轩。国恩独被臣家渥，十二年间两状元①。
苑西杂咏（清·蔡升元）　　七言绝句　押齐韵	白塔东偏圆殿西，红墙迤逦绿杨堤。六街洗后清于水，不放轻尘上马蹄。
