良乡琉璃河馆壁题诗三首并序（清·王素音）　　七言绝句　押虞韵	愁中得梦失长途，女伴相携听鹧鸪。却是数声吹去角，醒来依旧酒家胡。
减字木兰花（清·王素音）	尘沙障眼。细计来程家渐远。野草闲花。不见当年阿母家。诗题古驿。鸡骨柔情无笔力。锦字偷裁，立到黄昏雁不来。
