白鹭洲（清·夏葆彝）　　七言绝句　押蒸韵	鸭头新水碧波澄，客思春潮总不胜。行过平湖三十里，满堤烟柳是江陵。
舟次归州（清·夏葆彝）　　七言绝句　押尤韵	峡江春水碧如油，楚客来时又泛舟。烟雨一帆三月暮，子规声里过归州。
