铁棋亭 其一（清·侯鸣珂）　　七言绝句　押尤韵	神仙幻境杳千秋。香火因缘岁一酬。笑我公馀无个事，也随士女共遨游。
铁棋亭 其二（清·侯鸣珂）　　七言绝句　押庚韵	屹立苍崖碧水横。嵌空石洞瞰山城。铁棋果是真仙迹，要与先生试一枰。
