汾源杂诗（清·曹廉锷）　　七言绝句　押阳韵	道是山城却水乡，小桥略彴足徜徉。柳阴深处垂纶坐，钓得游鳞二寸长。
与杏林谈禅作禅语赠之（清·曹廉锷）	听人说真谛，言下颇了了。然求上乘禅，莫若无言好。有时笑口开，我亦不自晓。持定无无想，此身亦可少。
