惜春（清·苏鹤成）　　五言律诗　押庚韵	惜春芳序晚，岑寂淡幽情。补病休资药，非才敢近名。云归三径暖，花落一村晴。望尽林皋外，乘风社燕轻。
去年与刘艾园汲泉共饮今年余客南皮渡河归来感而纪之（清·苏鹤成）　　七言绝句　押麻韵	忆酌寒泉沁齿牙，马嘶高柳避尘沙。无端一夜霏微雨，开遍沿村苜蓿花。
