末石社坛（清·魏学源）　　五言绝句　押侵韵	飞阁人间远，登临畅客心。不知山远近，祇见白云深。
送别（清·魏学源）　　七言绝句　押阳韵	五月榴花满径芳，骊歌一曲断人肠。劝君莫忘殷勤意，明日悬帆即异乡。
