题花南老屋（清·曹言纯）　　七言绝句　押微韵	重画春风旧钓矶，药畦花町已全非。南邻父老犹能记，红板桥东白板扉。
郭频伽病起怀人图（清·曹言纯）　　七言绝句　押支韵	客里无人共酒卮，药囊题罢复题诗。一年几日阑门住，转忆匡床卧病时。
