抵家后口占（清·胡煦）　　七言绝句　押真韵	五十登途别旧邻，广文寒署涉通津。归来七十还加七，多见人间五辈人。
洹河柳枝词（清·胡煦）	衰柳烟消旧日台，尚留青眼向人开。晋阳万骑凭陵日，应借春阴系马来。
