伤春曲（清·李瀚）　　七言绝句　押微韵	池塘春草绿依依，万古愁魂唤不归。羡杀南来鸿雁影，月明天外一行飞。
春夜书怀（清·李瀚）	村舍独愁人，寒窗坐一灯。馀生同短烛，世态更春冰。避地思何往？低头愧未能。长怀无限恨，不觉泪沾巾。
