登龟山寺（清·余国榆）　　七言绝句　押青韵	危峦突兀倚孤城，万里空濛一望青。目送飞霞回鹭水，手挥夕照落凫汀①。
暮春游元兴岩（清·余国榆）　　七言绝句　押尤韵	褰衣穿径几层幽，得句閒吟兴转悠。拟欲问天看浴日，如何春暮不深秋①。
