葛岭（清·章上弼）　　七言绝句　押先韵	蟾蜍静吸初阳日，蟋蟀秋鸣半壁天。一种江山两遭际，忽然富贵忽神仙。
啼饥行（清·章上弼）	一旱逾两年，一水又三月。雨旸既失时，灾荒遂迭出。自从入秋来，良田再沦没。堤防岂不严，所苦人力竭。秋场禾不登，日渐生计拙。比邻八九家，薄暮炊烟绝。侧耳闻啼饥，伤心难具述。因思良有司，救荒岂无术。救荒救已荒，所操术已末。要在裕其原，勿使有所缺。因事课惰勤，尽心及沟洫。催科鞭扑宽，民得食其力。先事不绸缪，后悔徒操切。琐琐乡里间，贫富相赡恤。盖藏亦无多，人众不易活。谁指千石囷，聊尔济仓卒。慨此念哀鸿，浩歌肠内热。天心本仁爱，愿民足衣食。胡为降鞠凶，荡及万家室。粟贵性命贱，攘夺恐骚屑。履霜思坚冰，忧怀何时辍。
