岁暮感怀（清·张凌仙）　　七言绝句　押寒韵	灯前课子诵芸编，百事萦心逼岁阑。泉路十年音信断，空山风雪一家寒。
杂咏（清·张凌仙）	家住青山侧，青山断尘迹。浮世几兴亡，依旧青山色。明镜如满月，朝朝弄妆靓。一自弃尘埃，不照孤鸾影。夙昔爱鸣琴，流泉指下生。子期今已没，谁听断肠声？
