玉阶怨（清·石嘉吉）　　五言绝句　押微韵	怕见春归去，朝朝下翠帏。落花如有意，故傍玉阶飞。
春日郊行（清·石嘉吉）　　七言绝句　押麻韵	水源行尽路三叉，酒旆飏风树影遮。茅屋数家斜照里，土墙缺处露梅花。
