怀古（清·方毓昭）　　七言绝句　押侵韵	《长门赋》与《白头吟》，怨悱凄凉变雅音。毕竟古人恩义重，挽回犹可借文心。
閒咏（清·方毓昭）　　七言绝句　押先韵	无聊时复耸吟肩，笔砚常堆短榻前。偶忆《毛诗》心恍惚，呼儿代记在何篇。
