阑干万里心 山居（清·许希琼）	几点青山翠抹烟。移家相傍水云边。日长无事枕书眠。听流泉。半是闲人半是仙。
江南好 对月（清·许希琼）	看明月，拜罢起徘徊。花影纷筛人影悄，虫声断续漏声催。珠露滴苍苔。
