观水（清·旺都特那木济勒）　　七言绝句　押庚韵	傍岸携筇独步行，秋来一色碧澄清。无情水与人情似，随处翻波随处平。
风雨图（清·旺都特那木济勒）　　七言绝句　押先韵	雨气浓遮万岭巅，苍茫树拥远村边。渔翁只作寻常看，如此风波不系船。
