病中吟（清·张曼殊）　　五言绝句　押尤韵	罗帐挂金钩，薰炉香雾收。起来红袖冷，独坐怕梳头。
无子自叹（清·张曼殊）　　七言绝句　押麻韵	春到园林草尽芽，天桃何事不开花。晓来对镜临妆坐，羞见朝阳上碧纱。
