东明河上口占（清·杨应标）　　七言绝句　押庚韵	重重堤岸绕东明，尽是黄金力筑成。不用防河桑柘满，老农带月荷锄耕。
静夜吟（清·杨应标）　　押侵韵	夜久群动息，秋潭冷素心。推求往古事，历历罗胸襟，守贞道所贵，回遹众乃任。滔滔江湖流，一往不复禁。穷巷罕过辙，寂寥鸣素琴。长松挺孤秀，何忧霜雪侵。
