马厂（清·言敦源）　　七言绝句　押江韵	蘋波初汛木兰艭，春水船儿打桨双。最好日斜风力足，女墙帆影落晴窗。
隐湖（清·言敦源）　　押药韵	舟泊东湖南，欲寻汲古阁。七星桥且圮，阁址久零落。遥遥数百年，藏书晏楹凿。经史子集罗，汉唐宋元各。秘籍结古欢，孤本搜旧着。班固志九流，刘向辑七略。南面拥百城，雅癖过专壑。钱氏绛云楼，区分约和博。马氏玲珑馆，相应若管钥。专力在校雠，扫叶与陨箨。犬台泰壹讹，壮月牡丹愕。海内资灌输，流传遍京洛。人事叠兴衰，堕梦浑如昨。冷摊市估骄，善价书痴约。兰亭日以减，精椠良足乐。怀古思结绳，竹书虞简错。汉魏写缥囊，载徒欣有托。石经开元镌，木板孟蜀削。南监朱明始，永乐大典作。四库更四阁，圣清规模廓。挟以万乘力，乃如竹就篗。持较毛子晋，尉陀真汉若。
