踏雪（清·赵关晓）　　五言绝句　押语韵	踏雪访山樵，山樵踏雪去。一路草鞋痕，寻入松深处。
赠友（清·赵关晓）　　七言绝句　押庚韵	不向人间留姓名，草衣木食气峥嵘。山深虎出伥声急，夜半长歌空手行。
