放榜明日知落副车有作（清·张弘敏）　　七言绝句　押删韵	琼楼高迥绝跻攀，大药功成第八还。行到半天仙骨少，罡风复遣落人间。
咏史（清·张弘敏）	剑术莫论疏，荆卿一何愚。生劫万乘主，此事大难图。惟彼虎狼秦，变诈实多虞。诳楚绝齐交，终不致商于。焉能反侵地，信义申匹夫。急剸嬴政胸，群愤亦少舒。如何披督亢，犹事久踟蹰。嗟哉报丹心，空与日月俱①。
