与张勺波游龙王山（清·许静）　　七言绝句　押阳韵	一带长堤柳数行，两峰山色下河梁。画师最是碧翁巧，添个飞鸦趁夕阳。
题朱梓皋湘江红叶图（清·许静）　　七言绝句　押尤韵	家山遥隔大江流，岸荻汀枫慰客愁。游子还乡争一问，扁舟满载洞庭秋。
