瘦菊为小婢作（清·陈佩）　　五言绝句　押寒韵	瘦菊依阶砌，檐深承露难。莫言根蒂弱，翻足奈秋寒。
哭程夫人（清·陈佩）　　七言绝句　押鱼韵	忽驾青鸾返碧虚，琼花吹折痛何如。修文应是才人尽，徵到姮娥旧侍书。
