海棠（清·孔继坤）　　七言绝句　押真韵	真妃梦破晓妆新，倦倚东风斗好春。燕子不来天又雨，几回愁绝卷帘人。
送复哉北上（清·孔继坤）　　押阳韵	珍重复珍重，别绪何茫茫。临风理素箧，游子整行装。八茧乏吴绵，五紽愧羔羊。春风吹客衣，雨雪霏道傍。出门几回首，一顾一徬徨。男儿多意气，安用恋故乡。黾勉事行役，弗萦儿女肠。何以解我忧，诗酒恣徜徉。何以慰我心，德音频寄将。白头有老母，黄口多儿郎。君职我当代，我言君莫忘。穷冬气萧索，万象寒无光。岂无三春时，灿灿桃李芳。愿君知此意，奋志期飞扬。不见黄鹄举，千里任翱翔。
