金陵别方仲坚（清·黎兆熙）　　七言绝句　押歌韵	秣陵三月路如何，料峭东风卷白波。早趁寒潮别君去，过江烟柳雨丝多。
巴东夜泊（清·黎兆熙）	腊日辞家长作客，高歌独对寒天碧。猎猎江风吹破裘，愁共波高一千尺。牛口滩头霜月明，秋风亭下暮涛生。危樯夜泊巴东县，听尽哀猿冷雁声。
