题杜茶村镫船歌后（清·张清标）　　七言绝句　押歌韵	煞尾声传感逝波，南朝往事已销磨。苍凉一掬兴衰泪，迸入渐渐《麦秀歌》。
汉川西赤壁街为五赤壁之一余数过之见垂杨数十株摇曳西风落照间为赋二绝句（清·张清标）　　七言绝句　押麻韵	街南街北几停车，无数垂杨绾暮鸦。惟有夕阳消不尽，又随秋水上芦花。
