吊赵处士琰墓（清·颜元）　　七言绝句　押侵韵	孝友清高素慕君，神交未遂范张心。白虹贯日当年事①，遂拜孤坟凭吊深。
题荆轲山（清·颜元）　　七言绝句　押庚韵	峰顶浮屠挂晓晴，当年匕首入强嬴。燕图未染秦王血，山色于今尚不平。
