题画（清·冯云骕）　　七言绝句　押微韵	轻云漠漠暮烟飞，树色冥濛暗翠微。遥见汀洲最深处，一江风雨钓船归。
上元（清·冯云骕）　　七言绝句　押鱼韵	击柝边城树影疏，萧条镫火月明初。上元自昔春如海，谁奏监门郑侠书。
