鸿章旅馆因题二十八字以志感触（清·章杞）　　七言绝句　押灰韵	受辱休将心志灰，且来此地一徘徊。愿将笔舌广传布，不信国魂唤不回。
红菱荡遇风（清·章杞）　　押职韵	白浪拍天飞，船身屡倾侧。置我旋涡中，而我持恒识。舟人相聚谈，各有惊皇色。谓我且停舟，此风渡不得。我谓不如前，万事莫惶惑。赖我坚持心，助彼股肱力。居然登彼岸，我为长叹息。世事类如斯，愿以策中国。
