项王（清·汪绍焻）　　七言绝句　押歌韵	骓马虞兮可奈何，汉军四面楚人歌。乌江耻学鸿门遁，亭长无劳劝渡河①。
刘伯伦（清·汪绍焻）　　七言绝句　押青韵	生死穷通付醁醽，妇言虽好不须听。利名役役真成醉，只有先生是独醒①。
