忆王孙（清·钱令芬）	风疏雨细鸟声阑。花信频催到牡丹。几回斜倚玉栏杆。怯衣单。不分春阴如许寒。
清平乐（清·钱令芬）	闲扃绣户。静听潇潇雨。料得杏花红渐吐。已过清明时序。铜壶忽转三更。银缸一点还明。惊破闺中残梦，无端勾起离情。
