新柳（清·周蕃）　　七言绝句　押先韵	张绪丰神绝可怜，六朝金粉散寒烟。江南无限青青柳，惟有东风似往年。
东湖行（清·周蕃）	洞庭始波木叶零，岳阳正对君山青。叠浪浮天天欲湿，长风不唤痴龙醒。侬家青草湖边住，呼吸湖光阅朝暮。由来少小狎波涛，烟艇空濛自来去。夫婿轻狂耐远游，无边风月替人愁。空江梦落鱼龙夜，故国心伤鸿雁秋。春流三月涨桃花，送君双桨去天涯。菰芦一夜北风起，那得狂夫忽忆家。秋来春去无消息，依旧明湖蘸晴碧。君迹真浮水上萍，侬心化为山头石。浮萍化石不相当，黄姑织女遥相望。生来不识关山路，侬意远随江水长。飘泊生涯何足惜，叶叶轻帆送行客。未乘单舸逐鸱夷，忍抱琵琶诉幽魄。片席遥转磊石山，湘灵仿佛开烟鬟。重瞳翠华委寂寞，至今泪血犹斑斑。缥缈湖云馀古绿，丛筱千年青一束。侬今有泪不轻弹，恐染江头万竿竹。一霎天风忽怒号，潜蛟水兕纷腾逃。鲛人弄珠天为泣，长鱼跋浪山齐摇。况复颠狂吹急雨，白波如山未可渡。生憎浦口恶石尤，不阻征人去时路。君意不如湖水湛，君情不如湖水深。湖心深浅有时见，君心深浅愁人心。
