题春晴同游西山画卷（录一）（清·王应奎）　　七言绝句　押真韵	十里湖山过雨新，酣红娇绿媚残春。笋鞋槲笠斑藤杖，去作看花局里人。
箬包船纪事（清·王应奎）	有船锐其首，以箬包裹之。名为箬包船，聚泊疑茅茨。浮家无定所，忽湖忽江湄。居货挟土产，擅技兼卜医。中有无良者，行乞同残黎。讵料豺狼心，所志窃童儿。神咒与饼饵，给儿儿辄迷。牵引至船中，毒手恣所为。或为矐其目，或为攦其肢。或屈曲其体，如籧篨戚施。形骸几变尽，父母居然疑。清晨负之出，索钱号九逵。夕仍负以入，倾倒囊中资。数倘有不充，攒刺加鞭笞。苟延此残喘，性命危如丝。有时更肆恶，视彼躯干肥。入之人鲊瓮，饱啖若餔糜。吸儿脑与髓，嚼儿肝与脾。从此筋骨强，便堪耐刀锥。更闻藏秘器，卖以疗尪羸。一七为神膏，索值恒不訾。淫人祈长生，食之甘如饴。又闻湖海滨，茫洋有神祠。神曰抽筋姆，此辈所皈依。重午暨中秋，庙门搴灵旗。群船竞祭赛，以儿为牲牺。祭罢饮福酒，狼籍骼与骴。年来迭败露，官长胥周知。勿问所从来，立毙陈其尸。谓足抵儿命，此外无穷治。不穷其本根，徒然剪旁枝。官长法深刻，胡独偏仁慈。其毒仍滋蔓，其故难寻窥。谁为采风者，听我歌此诗。
