乞巧辞（清·张锡龄）　　七言绝句　押尤韵	富贵从来不可求，痴心夜半诉缘由。纵然乞得天孙巧，巧似天孙难久留。
和云乃先生陈司马留别（清·张锡龄）	双旌淩风翔，桂棹亦已整。福星方北移，欲挽何由请。万姓送河干，将语气先哽。盛德所感孚，捷若形与影。况辱知遇深，怅惘安能屏。贱子苦疏放，天性刚且鲠。读书偶一得，狂论倏然骋。往往遭俗嫌，弃掷如顽矿。惟公加拂拭，每见首辄肯。推心置腹中，信任无与并。俯仰阅三年，泄沓绝俄顷。四知惕暮夜，清慎过杨秉。中厨告炊断，淡漠付微哂。债累已钜万，心犹切悲悯。嗷鸿未安辑，焦劳忘食寝。临去重踌蹰，迂驾将往省①。爱我逾骨肉，针砭复时领。谓子清无私，干局更开敏。惟虑性孤介，或至招尤眚。有学贵有养，气暴须自忍。我亦献刍尧，愿公屡閒静。坎坷讵易平，沈酣本难醒。施为有次第，未可一时并。精神虽富有，太竭后必窘。加飧慎摄卫，古语亦甚炳。公稍颔其颐，子言固当谂。良玉不厌砥，良弓不厌檠。临别相赠言，此义百代准。引领睇江云，寸衷常耿耿。
