十四夜观龙舟二首（清·王坤）　　七言绝句　押先韵	遮须难觅彩云笺，却使瑶姬怨碧天。桃叶有舟空掩映，竹枝无谱尚缠绵。
瓠岱里索题龙舟辞得十二绝（录六首）（清·王坤）　　七言绝句　押真韵	生怜楚客降庚寅，争驾飞凫棹水滨。锦缆千寻联雁齿，靴纹万叠蹙鱼麟。
