番果图（清·陆荣柜）　　七言绝句　押东韵	名象遥传东海东，根苗无可问鸿蒙。波罗蜜与菩提种，犹有林藤地味风①。
题黄侍御番社图（清·陆荣柜）　　七言绝句　押删韵	日丽中天万国环，八埏风俗版图间。谁言黑齿雕题远，只在麟洲小水湾①。
